호선,역사명,방향,주중주말,평균배차간격_분,최소배차간격_분,최대배차간격_분,표준편차,측정횟수
4,서울역,DOWN,SAT,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,서울역,UP,DAY,4.712121212121212,2.5,13.5,1.5929273852906665,231
4,서울역,UP,END,5.559278350515464,3.0,16.0,1.393114635785867,194
4,서울역,UP,SAT,5.559278350515464,3.0,16.0,1.393114635785867,194
4,선바위,DOWN,DAY,8.669354838709678,2.5,16.5,2.5874046832718394,124
4,선바위,DOWN,END,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,선바위,DOWN,SAT,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,선바위,UP,DAY,8.830645161290322,3.0,17.5,2.8675979982504334,124
4,선바위,UP,END,10.041666666666666,5.0,30.0,3.32304682285939,108
4,선바위,UP,SAT,10.041666666666666,5.0,30.0,3.32304682285939,108
4,성신여대입구,DOWN,DAY,4.668103448275862,2.5,13.0,1.5735145066608192,232
4,성신여대입구,DOWN,END,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,성신여대입구,DOWN,SAT,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,성신여대입구,UP,DAY,4.745652173913044,2.5,16.0,1.753188800498041,230
4,성신여대입구,UP,END,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,성신여대입구,UP,SAT,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,수리산,DOWN,DAY,8.888429752066116,2.5,18.5,2.8631914036218578,121
4,수리산,DOWN,END,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,수리산,DOWN,SAT,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,수리산,UP,DAY,8.884,3.0,17.5,2.9300555978430878,125
4,수리산,UP,END,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,수리산,UP,SAT,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,수유,DOWN,DAY,4.7296137339055795,2.5,19.0,1.8294356408325758,233
4,수유,DOWN,END,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,수유,DOWN,SAT,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,수유,UP,DAY,4.707423580786026,2.5,16.0,1.656191705247079,229
4,수유,UP,END,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,수유,UP,SAT,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,숙대입구,DOWN,DAY,4.665948275862069,2.5,12.5,1.5623561286203946,232
4,숙대입구,DOWN,END,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,숙대입구,DOWN,SAT,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,숙대입구,UP,DAY,4.712121212121212,2.5,13.5,1.5929273852906665,231
4,숙대입구,UP,END,5.559278350515464,3.0,16.0,1.393114635785867,194
4,숙대입구,UP,SAT,5.559278350515464,3.0,16.0,1.393114635785867,194
4,신길온천,DOWN,DAY,10.442857142857143,4.0,41.0,4.539524228350392,105
4,신길온천,DOWN,END,11.478494623655914,5.0,24.0,3.445155687223716,93
4,신길온천,DOWN,SAT,11.478494623655914,5.0,24.0,3.445155687223716,93
4,신길온천,UP,DAY,10.055045871559633,3.0,18.0,3.3391195956123294,109
4,신길온천,UP,END,11.425531914893616,5.0,25.0,3.237845300063382,94
4,신길온천,UP,SAT,11.425531914893616,5.0,25.0,3.237845300063382,94
4,신용산,DOWN,DAY,4.665948275862069,2.5,12.5,1.5623561286203946,232
4,신용산,DOWN,END,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,신용산,DOWN,SAT,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,신용산,UP,DAY,4.726293103448276,2.5,13.5,1.6040662778311798,232
4,신용산,UP,END,5.559278350515464,3.0,16.0,1.393114635785867,194
4,신용산,UP,SAT,5.559278350515464,3.0,16.0,1.393114635785867,194
4,쌍문,DOWN,DAY,4.7296137339055795,2.5,19.0,1.8294356408325758,233
4,쌍문,DOWN,END,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,쌍문,DOWN,SAT,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,쌍문,UP,DAY,4.707423580786026,2.5,16.0,1.656191705247079,229
4,쌍문,UP,END,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,쌍문,UP,SAT,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,안산,DOWN,DAY,8.678861788617887,2.5,16.5,2.7861852418768773,123
4,안산,DOWN,END,9.976635514018692,5.0,18.0,2.853649746435366,107
4,안산,DOWN,SAT,9.976635514018692,5.0,18.0,2.853649746435366,107
4,안산,UP,DAY,10.055045871559633,2.0,18.0,3.357095477369182,109
4,안산,UP,END,11.425531914893616,5.0,25.0,3.237845300063382,94
4,안산,UP,SAT,11.425531914893616,5.0,25.0,3.237845300063382,94
4,오남,DOWN,DAY,14.605263157894736,6.0,30.0,4.780038904635041,76
4,오남,DOWN,END,18.655172413793103,10.0,30.0,5.049063571812907,58
4,오남,DOWN,SAT,18.655172413793103,10.0,30.0,5.049063571812907,58
4,오남,UP,DAY,14.606666666666667,6.0,29.0,4.266694819726938,75
4,오남,UP,END,18.853448275862068,10.0,28.0,4.575879381202346,58
4,오남,UP,SAT,18.853448275862068,10.0,28.0,4.575879381202346,58
4,오이도,DOWN,DAY,10.152777777777779,2.5,41.0,4.278537140461129,108
4,오이도,DOWN,END,11.429347826086957,5.0,24.0,3.4310969009373076,92
4,오이도,DOWN,SAT,11.429347826086957,5.0,24.0,3.4310969009373076,92
4,이촌,DOWN,DAY,4.665948275862069,2.5,12.5,1.5623561286203946,232
4,이촌,DOWN,END,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,이촌,DOWN,SAT,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,이촌,UP,DAY,4.726293103448276,2.5,13.5,1.6040662778311798,232
4,이촌,UP,END,5.559278350515464,3.0,16.0,1.393114635785867,194
4,이촌,UP,SAT,5.559278350515464,3.0,16.0,1.393114635785867,194
4,인덕원,DOWN,DAY,8.617886178861788,2.5,16.5,2.5334494245866757,123
4,인덕원,DOWN,END,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,인덕원,DOWN,SAT,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,인덕원,UP,DAY,8.830645161290322,3.0,17.5,2.8718475801254377,124
4,인덕원,UP,END,10.041666666666666,5.0,30.0,3.32304682285939,108
4,인덕원,UP,SAT,10.041666666666666,5.0,30.0,3.32304682285939,108
4,정부과천청사,DOWN,DAY,8.669354838709678,2.5,16.5,2.5874046832718394,124
4,정부과천청사,DOWN,END,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,정부과천청사,DOWN,SAT,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,정부과천청사,UP,DAY,8.830645161290322,3.0,17.5,2.8718475801254377,124
4,정부과천청사,UP,END,10.041666666666666,5.0,30.0,3.32304682285939,108
4,정부과천청사,UP,SAT,10.041666666666666,5.0,30.0,3.32304682285939,108
4,정왕,DOWN,DAY,10.152777777777779,2.5,41.0,4.277444829324252,108
4,정왕,DOWN,END,11.429347826086957,5.0,24.0,3.4310969009373076,92
4,정왕,DOWN,SAT,11.429347826086957,5.0,24.0,3.4310969009373076,92
4,정왕,UP,DAY,10.055045871559633,3.0,18.0,3.3398127647267706,109
4,정왕,UP,END,11.425531914893616,5.0,25.0,3.237845300063382,94
4,정왕,UP,SAT,11.425531914893616,5.0,25.0,3.237845300063382,94
4,중앙,DOWN,DAY,8.673387096774194,2.5,16.5,2.7615569094959818,124
4,중앙,DOWN,END,9.976635514018692,5.0,18.0,2.853649746435366,107
4,중앙,DOWN,SAT,9.976635514018692,5.0,18.0,2.853649746435366,107
4,중앙,UP,DAY,8.884,2.5,17.5,2.9974021009598815,125
4,중앙,UP,END,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,중앙,UP,SAT,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,진접,UP,DAY,14.628378378378379,6.0,29.0,4.2916459233702975,74
4,진접,UP,END,18.853448275862068,10.0,28.0,4.575879381202346,58
4,진접,UP,SAT,18.853448275862068,10.0,28.0,4.575879381202346,58
4,창동,DOWN,DAY,4.963963963963964,2.5,19.0,1.8861386633858757,222
4,창동,DOWN,END,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,창동,DOWN,SAT,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,창동,UP,DAY,4.6951754385964914,2.5,16.0,1.6487409332945406,228
4,창동,UP,END,5.541450777202073,3.0,15.0,1.347583473339066,193
4,창동,UP,SAT,5.541450777202073,3.0,15.0,1.347583473339066,193
4,초지,DOWN,DAY,8.678861788617887,2.5,16.5,2.8088925544385606,123
4,초지,DOWN,END,9.976635514018692,5.0,18.0,2.853649746435366,107
4,초지,DOWN,SAT,9.976635514018692,5.0,18.0,2.853649746435366,107
4,초지,UP,DAY,8.884,1.5,17.5,3.008144857527803,125
4,초지,UP,END,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,초지,UP,SAT,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,총신대입구,DOWN,DAY,4.642857142857143,2.5,12.5,1.525558649330331,231
4,총신대입구,DOWN,END,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,총신대입구,DOWN,SAT,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,총신대입구,UP,DAY,4.726293103448276,2.5,13.5,1.6040662778311798,232
4,총신대입구,UP,END,5.559278350515464,3.0,16.0,1.393114635785867,194
4,총신대입구,UP,SAT,5.559278350515464,3.0,16.0,1.393114635785867,194
4,충무로,DOWN,DAY,4.703862660944206,2.5,13.0,1.6622929267009863,233
4,충무로,DOWN,END,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,충무로,DOWN,SAT,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,충무로,UP,DAY,4.755411255411255,2.5,16.0,1.755650178003847,231
4,충무로,UP,END,5.607692307692307,3.0,16.0,1.545259564387898,195
4,충무로,UP,SAT,5.607692307692307,3.0,16.0,1.545259564387898,195
4,평촌,DOWN,DAY,8.617886178861788,2.5,16.5,2.5334494245866757,123
4,평촌,DOWN,END,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,평촌,DOWN,SAT,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,평촌,UP,DAY,8.830645161290322,3.0,17.5,2.8718475801254377,124
4,평촌,UP,END,10.041666666666666,5.0,30.0,3.32304682285939,108
4,평촌,UP,SAT,10.041666666666666,5.0,30.0,3.32304682285939,108
4,한대앞,DOWN,DAY,8.888429752066116,2.5,18.5,2.836875924987574,121
4,한대앞,DOWN,END,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,한대앞,DOWN,SAT,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,한대앞,UP,DAY,8.884,2.5,17.5,2.9974021009598815,125
4,한대앞,UP,END,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,한대앞,UP,SAT,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,한성대입구,DOWN,DAY,4.668103448275862,2.5,13.0,1.5735145066608192,232
4,한성대입구,DOWN,END,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,한성대입구,DOWN,SAT,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,한성대입구,UP,DAY,4.745652173913044,2.5,16.0,1.753188800498041,230
4,한성대입구,UP,END,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,한성대입구,UP,SAT,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,혜화,DOWN,DAY,4.706008583690987,2.5,13.5,1.6733349778815552,233
4,혜화,DOWN,END,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,혜화,DOWN,SAT,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,혜화,UP,DAY,4.745652173913044,2.5,16.0,1.753188800498041,230
4,혜화,UP,END,5.607692307692307,3.0,16.0,1.545259564387898,195
4,혜화,UP,SAT,5.607692307692307,3.0,16.0,1.545259564387898,195
4,회현,DOWN,DAY,4.668103448275862,2.5,13.0,1.5735145066608192,232
4,회현,DOWN,END,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,회현,DOWN,SAT,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,회현,UP,DAY,4.760775862068965,2.5,16.0,1.7537505392368986,232
4,회현,UP,END,5.607692307692307,3.0,16.0,1.545259564387898,195
4,회현,UP,SAT,5.607692307692307,3.0,16.0,1.545259564387898,195
5,강동,DOWN,DAY,5.697048611111111,2.5,15.0,1.8383091207556899,192
