호선,출발역명,도착역명,방향,주중주말,평균_분,표준편차,최소_분,최대_분,측정횟수,구간
5,청구,신금호,DOWN,END,1.5,0.0,1.5,1.5,162,청구 → 신금호
5,청구,신금호,DOWN,SAT,1.5,0.0,1.5,1.5,162,청구 → 신금호
5,충정로,서대문,DOWN,DAY,1.0,0.0,1.0,1.0,194,충정로 → 서대문
5,충정로,서대문,DOWN,END,1.0,0.0,1.0,1.0,163,충정로 → 서대문
5,충정로,서대문,DOWN,SAT,1.0,0.0,1.0,1.0,163,충정로 → 서대문
5,충정로,애오개,UP,DAY,1.33,0.0,1.33,1.33,194,충정로 → 애오개
5,충정로,애오개,UP,END,1.33,0.0,1.33,1.33,162,충정로 → 애오개
5,충정로,애오개,UP,SAT,1.33,0.0,1.33,1.33,162,충정로 → 애오개
5,하남시청,하남검단산,DOWN,DAY,2.5,0.0,2.5,2.5,94,하남시청 → 하남검단산
5,하남시청,하남검단산,DOWN,END,2.5,0.0,2.5,2.5,80,하남시청 → 하남검단산
5,하남시청,하남검단산,DOWN,SAT,2.5,0.0,2.5,2.5,80,하남시청 → 하남검단산
5,하남시청,하남풍산,UP,DAY,1.83,0.0,1.83,1.83,90,하남시청 → 하남풍산
5,하남시청,하남풍산,UP,END,1.83,0.0,1.83,1.83,77,하남시청 → 하남풍산
5,하남시청,하남풍산,UP,SAT,1.83,0.0,1.83,1.83,77,하남시청 → 하남풍산
5,하남풍산,미사,UP,DAY,2.5,0.0,2.5,2.5,90,하남풍산 → 미사
5,하남풍산,미사,UP,END,2.5,0.0,2.5,2.5,77,하남풍산 → 미사
5,하남풍산,미사,UP,SAT,2.5,0.0,2.5,2.5,77,하남풍산 → 미사
5,하남풍산,하남시청,DOWN,DAY,1.83,0.02,1.67,1.83,94,하남풍산 → 하남시청
5,하남풍산,하남시청,DOWN,END,1.83,0.0,1.83,1.83,80,하남풍산 → 하남시청
5,하남풍산,하남시청,DOWN,SAT,1.83,0.0,1.83,1.83,80,하남풍산 → 하남시청
5,행당,신금호,UP,DAY,1.33,0.0,1.33,1.33,195,행당 → 신금호
5,행당,신금호,UP,END,1.33,0.0,1.33,1.33,163,행당 → 신금호
5,행당,신금호,UP,SAT,1.33,0.0,1.33,1.33,163,행당 → 신금호
5,행당,왕십리,DOWN,DAY,1.17,0.0,1.17,1.17,192,행당 → 왕십리
5,행당,왕십리,DOWN,END,1.17,0.0,1.17,1.17,162,행당 → 왕십리
5,행당,왕십리,DOWN,SAT,1.17,0.0,1.17,1.17,162,행당 → 왕십리
5,화곡,까치산,DOWN,DAY,1.5,0.0,1.5,1.5,194,화곡 → 까치산
5,화곡,까치산,DOWN,END,1.5,0.0,1.5,1.5,159,화곡 → 까치산
5,화곡,까치산,DOWN,SAT,1.5,0.0,1.5,1.5,159,화곡 → 까치산
5,화곡,신도림,DOWN,END,1.17,,1.17,1.17,1,화곡 → 신도림
5,화곡,신도림,DOWN,SAT,1.17,,1.17,1.17,1,화곡 → 신도림
5,화곡,우장산,UP,DAY,1.5,0.0,1.5,1.5,194,화곡 → 우장산
5,화곡,우장산,UP,END,1.5,0.0,1.5,1.5,162,화곡 → 우장산
5,화곡,우장산,UP,SAT,1.5,0.0,1.5,1.5,162,화곡 → 우장산
